path,label,source,quality,food_category,defect_type,generator
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__altro__marcio__gpt_image_1_mini__000209.jpg,1,modificate,,ds5__raw_vale_id__modificate__altro__marcio__gpt_image_1_mini__000209.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_mini__000271.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_mini__000271.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__pasta__marcio__gpt_image_1_5__001936.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__pasta__marcio__gpt_image_1_5__001936.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__pasta__marcio__gpt_image_1_mini__002000.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__pasta__marcio__gpt_image_1_mini__002000.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000307.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000307.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__frutta_verdura__000555.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__frutta_verdura__000555.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__pizza__ammuffito__gpt_image_1_mini__002126.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__pizza__ammuffito__gpt_image_1_mini__002126.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001197.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001197.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__sushi__marcio__gpt_image_1_mini__000875.jpg,1,modificate,,ds5__raw_vale_id__modificate__sushi__marcio__gpt_image_1_mini__000875.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001064.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001064.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000047.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000047.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds5__raw_vale_id__originali__buono__pizza__000300.jpg,0,originali,ds5__raw_vale_id__originali__buono__pizza__000300.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000667.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000667.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000513.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000513.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000825.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000825.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__burger_panino__000202.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__burger_panino__000202.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001518.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001518.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__burger__panino__crudo__gpt_image_1_5__000264.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__burger__panino__crudo__gpt_image_1_5__000264.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000354.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000354.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001936.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001936.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds5__raw_vale_id__originali__buono__altro__000039.jpg,0,originali,ds5__raw_vale_id__originali__buono__altro__000039.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002197.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002197.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__fritti__bruciato__gpt_image_1_5__000443.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__fritti__bruciato__gpt_image_1_5__000443.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds3__platsim_raw_vale_id__originali__buono__altro__000053.jpg,0,originali,ds3__platsim_raw_vale_id__originali__buono__altro__000053.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001277.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001277.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__altro__marcio__gpt_image_1_mini__000217.jpg,1,modificate,,ds5__raw_vale_id__modificate__altro__marcio__gpt_image_1_mini__000217.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_mini__000256.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_mini__000256.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000489.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000489.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__pasta__crudo__gpt_image_1_5__000557.jpg,1,modificate,,ds5__raw_vale_id__modificate__pasta__crudo__gpt_image_1_5__000557.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000545.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000545.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__altro__crudo__gpt_image_1_5__000068.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__altro__crudo__gpt_image_1_5__000068.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds6__whatsapp_vale_id__originali__buono__pasta__000117.jpeg,0,originali,ds6__whatsapp_vale_id__originali__buono__pasta__000117.jpeg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001913.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001913.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__pasta__crudo__gpt_image_1_mini__001860.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__pasta__crudo__gpt_image_1_mini__001860.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds6__whatsapp_vale_id__modificate__burger__panino__marcio__gpt_image_1_5__000086.jpeg,1,modificate,,ds6__whatsapp_vale_id__modificate__burger__panino__marcio__gpt_image_1_5__000086.jpeg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__sushi__marcio__gpt_image_1_5__000852.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__sushi__marcio__gpt_image_1_5__000852.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__bruciato__gpt_image_1_5__000485.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__bruciato__gpt_image_1_5__000485.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__pizza__000800.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__pizza__000800.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__pasta__marcio__gpt_image_1_5__001924.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__pasta__marcio__gpt_image_1_5__001924.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001594.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001594.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000107.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000107.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__altro__insetti__gpt_image_1_5__000111.jpg,1,modificate,,ds5__raw_vale_id__modificate__altro__insetti__gpt_image_1_5__000111.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds6__whatsapp_vale_id__modificate__dessert__crudo__gpt_image_1_mini__000172.jpeg,1,modificate,,ds6__whatsapp_vale_id__modificate__dessert__crudo__gpt_image_1_mini__000172.jpeg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__carne__crudo__gpt_image_1_5__000352.jpg,1,modificate,,ds5__raw_vale_id__modificate__carne__crudo__gpt_image_1_5__000352.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001245.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001245.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__frutta_verdura__marcio__gpt_image_1_mini__001679.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__frutta_verdura__marcio__gpt_image_1_mini__001679.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds4__platsim_whatsapp_vale_id__originali__buono__altro__000001.jpg,0,originali,ds4__platsim_whatsapp_vale_id__originali__buono__altro__000001.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_5__000392.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_5__000392.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001881.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001881.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_mini__000259.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_mini__000259.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__frutta_verdura__000558.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__frutta_verdura__000558.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001729.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001729.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000118.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000118.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds6__whatsapp_vale_id__modificate__burger__panino__insetti__gpt_image_1_5__000081.jpeg,1,modificate,,ds6__whatsapp_vale_id__modificate__burger__panino__insetti__gpt_image_1_5__000081.jpeg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000839.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000839.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_5__001132.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_5__001132.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000437.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000437.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001844.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001844.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__carne__crudo__gpt_image_1_5__000336.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__carne__crudo__gpt_image_1_5__000336.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__marcio__gpt_image_1_mini__000844.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__marcio__gpt_image_1_mini__000844.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_mini__000284.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_mini__000284.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__sushi__crudo__gpt_image_1_5__002572.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__sushi__crudo__gpt_image_1_5__002572.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_5__001127.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_5__001127.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000254.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000254.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__riso__paella__bruciato__gpt_image_1_mini__000776.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__riso__paella__bruciato__gpt_image_1_mini__000776.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__pasta__000637.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__pasta__000637.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds5__raw_vale_id__originali__buono__pasta__000227.jpg,0,originali,ds5__raw_vale_id__originali__buono__pasta__000227.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000176.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000176.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__cattivo__altro__altro__001023.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__cattivo__altro__altro__001023.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__riso_paella__crudo__gpt_image_1_mini__002535.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__riso_paella__crudo__gpt_image_1_mini__002535.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000931.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000931.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__kebab__crudo__gpt_image_1_5__000485.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__kebab__crudo__gpt_image_1_5__000485.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__002404.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__002404.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001761.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001761.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001760.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001760.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__zuppa__000984.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__zuppa__000984.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds6__whatsapp_vale_id__modificate__altro__bruciato__gpt_image_1_mini__000018.jpeg,1,modificate,,ds6__whatsapp_vale_id__modificate__altro__bruciato__gpt_image_1_mini__000018.jpeg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002171.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002171.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds6__whatsapp_vale_id__modificate__altro__marcio__gpt_image_1_5__000065.jpeg,1,modificate,,ds6__whatsapp_vale_id__modificate__altro__marcio__gpt_image_1_5__000065.jpeg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001154.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001154.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__dessert__000466.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__dessert__000466.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001430.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001430.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000603.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000603.jpg,,
